"Latitude";"Longitude"
40.588830238538144;-73.8093322049419
40.74988570505666;-73.9991737641063
40.74453597898289;-73.92186920295462
40.673979027524965;-73.99952144618597
40.708888053041804;-74.01035480601367
40.81942461824327;-73.85215137806473
40.81075064310595;-73.94825299986792
40.83938321110781;-73.88459923176214
40.66317567270704;-73.90858706628069
40.70504896194652;-73.82594966726431
40.538022787120845;-74.19403282241139
40.74091736009624;-74.00402863608545
40.66312728776097;-73.8645247119824
40.60101911685555;-73.75795559339443
40.878909321858764;-73.90582406241633
40.66766741431153;-73.92596427408502
40.72221463836128;-73.97820752900684
40.892844248105035;-73.85733884895984
40.679411317676575;-73.94366457753064
40.76123360696736;-73.77991698546771
40.762907943508544;-73.99341143516412
40.87690740295164;-73.88021563650621
40.67982395483761;-73.83773966793139
40.849566593958016;-73.90576367264062
40.678839000703874;-73.87225815309742
40.82186639080285;-73.89083294546687
40.764441150144414;-73.82766978771834
40.81916114882598;-73.91595377616586
40.75996147487798;-73.93606151018842
40.61068555534117;-73.96285845933038
40.90060721163615;-73.90162461153233
40.73260552011405;-73.81118119576533
40.64905340605897;-73.95655280027879
40.74070652225203;-73.98022208337484
40.69204123355389;-73.9851222190811
40.705236199786704;-73.79455447507394
40.68837728739958;-73.95930909885878
40.8040125234717;-73.9617186932428
40.765386494474264;-73.98360614074176
40.813414403800365;-73.92486663469082
40.750855817728315;-73.90174074857654
40.790871553005154;-73.88344189378999
40.707814193713126;-73.75067344835445
40.68152051996657;-73.81129854753331
40.79263747665714;-73.97199384513057
40.74966926202724;-73.8832519297384
40.680415713983;-73.90878277546359
40.67729220821305;-73.9780388909522
40.866694991709046;-73.86336750371271
40.59326377019238;-73.94123642056225
40.80592794928794;-73.93877031747448
40.88264962153987;-73.84442069063309
40.61551105799593;-74.09007594373048
40.57921855564178;-73.9906075937014
40.61713875823946;-73.92221260376357
40.86081010507192;-73.90270126131124
40.754238288210516;-73.86682616622603
40.76086515495016;-73.96960460758822
40.83525637656758;-73.9265622562622
40.66633485939124;-73.73746599900905
40.779505501476436;-73.95187462686683
40.73118653779274;-74.0027611305941
40.72536837264892;-73.89366820846658
40.784425413670704;-73.97583633675455
40.79697454741189;-73.96644549134062
40.7148493600186;-73.94325118853845
40.63269473818614;-73.94538907569769
40.80123856512619;-73.95030281420519
40.75331727530639;-73.97657076131763
40.768740236521445;-73.91563124442064
40.81595870911347;-73.95603772109352
40.656025733573706;-73.93586893931612
40.84193574385182;-73.91704888444788
40.7026433869183;-73.89895904362379
40.73294388145203;-73.98879417440548
40.82069343790035;-73.94015508628505
40.68579336654512;-73.92525887411614
40.85009971455071;-73.93453910372799
40.85225424677069;-73.88926845754524
40.72360711925585;-73.99654982166622
40.7571952479722;-73.9877434314473
40.81777869146267;-73.90396967444993
40.62331589987257;-74.02890016859999
40.8269859179552;-73.82115876432712
40.74060248471343;-73.99398429435388
40.73631925293007;-73.95230250216815
40.74968644745919;-73.98919964417306
40.71202974059217;-73.95862062027429
40.741353805361705;-73.73042334173155
40.83970864666328;-73.86120939627848
40.83253586517865;-73.90386700396866
40.871726922342035;-73.82810126843982
40.83598989197549;-73.94004852707003
40.61321594904191;-74.14897904126212
40.66724722966198;-73.95517956535456
40.829450441211875;-73.91877271855661
40.641264260339845;-73.89415008738435
40.71756932535975;-74.00302498379665
40.77589119094011;-73.98287659182692
40.58404831111759;-73.96639751870227
40.71237320266553;-73.9899186987677
40.701296491376034;-73.91762344308823
40.76771482213379;-73.95918906137584
40.69985749577054;-73.85892511379451
40.825709375843005;-73.87159146882819
40.73169788229893;-73.8606738827344
40.60914188861151;-73.99582567776913
40.86521122386264;-73.89256969503451
40.72127668283253;-73.98726955368646
40.64519828006057;-74.00298166266909
40.67389607627327;-73.760888116093
40.63995252601962;-73.9193776522391
40.637473123691244;-74.0164776896106
40.79179470279924;-73.9449806161562
40.80770269914208;-73.91627510660247
40.680034005362245;-73.78127092551713
40.84665255014158;-73.84016723176846
40.66636823670803;-73.88855398803659
40.637386280293065;-73.9746041932361
40.69848997300028;-73.94077611406298
40.79598316327361;-73.93436429731825
40.82621335847692;-73.94843114751288
40.862427157182516;-73.92283983544618
